"","CÓDIGO MONTE SENDAS","Nº PARCELA","CÓDIGO ESPECIE","HD","DS1","DS2","DI1","DI2","DN1","DN2","COR1","COR2","LR1","NR","DR1","CRE1","CRE2","HT","HF","DCO1","DCO2","DN"
"1218",112,135,32,NA,NA,NA,NA,NA,24,24,NA,NA,NA,NA,NA,NA,NA,8,0.5,6.4,6.9,24
"1221",112,145,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,4.5,0,3.4,3.3,8
"1222",112,415,32,NA,NA,NA,NA,NA,23,23,NA,NA,NA,NA,NA,NA,NA,6.5,1,5.9,5.2,23
"1223",112,416,32,NA,NA,NA,NA,NA,22,23,NA,NA,NA,NA,NA,NA,NA,9,NA,4.6,4.3,22.5
"1224",112,430,32,NA,NA,NA,NA,NA,28,27,NA,NA,NA,NA,NA,NA,NA,9,0,4.5,5.9,27.5
"1225",112,431,32,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,5.5,2,3.5,3.1,13
"1226",112,432,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,4.5,1.8,2.8,3.6,11
"1227",112,433,32,NA,NA,NA,NA,NA,26,28,NA,NA,NA,NA,NA,NA,NA,14.5,3,4.2,4.5,27
"1228",112,447,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,5.5,3,3.1,3.6,12
"1229",112,454,32,NA,NA,NA,NA,NA,38,30,NA,NA,NA,NA,NA,NA,NA,8.5,3,5.1,5,34
"1230",112,462,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,5.5,3.5,1.9,2,11
"1237",112,171,32,NA,NA,NA,NA,NA,36,25,NA,NA,NA,NA,NA,NA,NA,8.5,3,5.8,5.5,30.5
"1240",112,180,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,4.5,0.5,3.4,3.5,8
"1243",112,186,32,NA,NA,NA,NA,NA,21,19,NA,NA,NA,NA,NA,NA,NA,7,1.5,3.7,4.2,20
"1244",112,188,32,NA,NA,NA,NA,NA,26,27,NA,NA,NA,NA,NA,NA,NA,7.5,2.5,4.9,4.6,26.5
"1245",112,189,32,NA,NA,NA,NA,NA,21,21,NA,NA,NA,NA,NA,NA,NA,8,0.2,3.1,2.9,21
"1246",112,189,32,NA,NA,NA,NA,NA,18,18,NA,NA,NA,NA,NA,NA,NA,10,0.4,2.5,2.5,18
"1248",112,193,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,5.5,2,2.8,3.7,10
"1249",112,194,32,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,7,0.5,6.3,4.5,14
"1250",112,194,32,NA,NA,NA,NA,NA,18,18,NA,NA,NA,NA,NA,NA,NA,8.5,3,4.3,4.6,18
"1251",112,196,32,NA,NA,NA,NA,NA,28,30,NA,NA,NA,NA,NA,NA,NA,9.5,2,8.8,4.4,29
"1252",112,196,32,NA,NA,NA,NA,NA,16,17,NA,NA,NA,NA,NA,NA,NA,8.5,5,3.8,4.7,16.5
"1254",112,197,32,NA,NA,NA,NA,NA,39,37,NA,NA,NA,NA,NA,NA,NA,8.5,1,7.1,6.3,38
"1255",112,201,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,3.5,1,2.3,2.4,8
"1257",112,208,32,NA,NA,NA,NA,NA,45,43,NA,NA,NA,NA,NA,NA,NA,7.5,2,6.7,2.2,44
"1258",112,216,32,NA,NA,NA,NA,NA,11,10,NA,NA,NA,NA,NA,NA,NA,6.5,1.5,2.8,2.8,10.5
"1259",112,216,32,NA,NA,NA,NA,NA,70,70,NA,NA,NA,NA,NA,NA,NA,12.5,7,7.1,8.2,70
"1260",112,217,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,3.5,NA,1.4,2.6,8
"1262",112,221,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,4,0.5,2.8,2.5,11
"1264",112,224,32,NA,NA,NA,NA,NA,19,19,NA,NA,NA,NA,NA,NA,NA,12,0.5,3.3,2.9,19
"1265",112,227,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,5.5,1.5,2.9,3.3,11
"1267",112,233,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,5.5,3,2.3,2.5,10
"1269",112,237,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,2,1,2.1,1.6,8
"1271",112,241,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,6.5,2.5,2,2,9
"1273",112,249,32,NA,NA,NA,NA,NA,17,16,NA,NA,NA,NA,NA,NA,NA,3.5,0,1.5,1.9,16.5
"1274",112,249,32,NA,NA,NA,NA,NA,27,26,NA,NA,NA,NA,NA,NA,NA,3,0,4.1,4.7,26.5
"1275",112,250,32,NA,NA,NA,NA,NA,12,13,NA,NA,NA,NA,NA,NA,NA,4,NA,3.4,3.3,12.5
"1276",112,252,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,5.5,0,1.9,2.6,11
"1277",112,260,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,4.5,0.2,3.5,3.1,9
"1278",112,261,32,NA,NA,NA,NA,NA,15,13,NA,NA,NA,NA,NA,NA,NA,6.5,0.7,3.6,3.4,14
"1279",112,265,32,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,6.5,2,4.7,3.7,14
"1280",112,275,32,NA,NA,NA,NA,NA,46,45,NA,NA,NA,NA,NA,NA,NA,10.5,3,8.1,5.9,45.5
"1281",112,279,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,3,1,2.6,3.1,8
"1282",112,280,32,NA,NA,NA,NA,NA,25,24,NA,NA,NA,NA,NA,NA,NA,5.5,NA,5.3,5.9,24.5
"1286",112,285,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,4.5,1.5,2.6,3.1,11
"1287",112,291,32,NA,NA,NA,NA,NA,30,29,NA,NA,NA,NA,NA,NA,NA,9,2.5,4.3,4.9,29.5
"1288",112,291,32,NA,NA,NA,NA,NA,43,43,NA,NA,NA,NA,NA,NA,NA,7.5,2,7.3,6.6,43
"1289",112,294,32,NA,NA,NA,NA,NA,8,9,NA,NA,NA,NA,NA,NA,NA,3.5,0.5,2.6,2.5,8.5
"1291",112,297,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,4,NA,2.8,3.2,9
"1292",112,298,32,NA,NA,NA,NA,NA,30,28,NA,NA,NA,NA,NA,NA,NA,5.5,NA,6.5,4.4,29
"1293",112,299,32,NA,NA,NA,NA,NA,14,13,NA,NA,NA,NA,NA,NA,NA,4,1,2.9,2.7,13.5
"1295",112,305,32,NA,NA,NA,NA,NA,20,19,NA,NA,NA,NA,NA,NA,NA,11,2.5,5.9,3.2,19.5
"1296",112,306,32,NA,NA,NA,NA,NA,34,43,NA,NA,NA,NA,NA,NA,NA,8.5,1.5,6.4,6.7,38.5
"1297",112,311,32,NA,NA,NA,NA,NA,51,45,NA,NA,NA,NA,NA,NA,NA,7,2.5,6,6.1,48
"1298",112,314,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,4,0.1,3.5,4.1,11
"1299",112,315,32,NA,NA,NA,NA,NA,27,28,NA,NA,NA,NA,NA,NA,NA,6.5,0.4,5.1,3.6,27.5
"1300",112,319,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,3,NA,2.3,2.9,8
"1301",112,320,32,NA,NA,NA,NA,NA,16,14,NA,NA,NA,NA,NA,NA,NA,4.5,0.5,3.7,3.5,15
"1302",112,320,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,3,NA,3.1,2.9,9
"1303",112,321,32,NA,NA,NA,NA,NA,35,37,NA,NA,NA,NA,NA,NA,NA,8.5,3,5.4,7,36
"1304",112,322,32,NA,NA,NA,NA,NA,14,15,NA,NA,NA,NA,NA,NA,NA,6,1.5,3.5,3.5,14.5
"1305",112,327,32,NA,NA,NA,NA,NA,14,12,NA,NA,NA,NA,NA,NA,NA,5.5,1.6,2.7,2.9,13
"1306",112,340,32,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,4.5,2.5,3.1,3.5,13.5
"1307",112,341,32,NA,NA,NA,NA,NA,49,44,NA,NA,NA,NA,NA,NA,NA,8.5,1,6.4,5.5,46.5
"1308",112,346,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,4,0,2.8,3.6,10
"1312",112,362,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,4,1,2,1.9,8
"1313",112,365,32,NA,NA,NA,NA,NA,12,11,NA,NA,NA,NA,NA,NA,NA,5,NA,3.1,3.3,11.5
"1314",112,367,32,NA,NA,NA,NA,NA,29,26,NA,NA,NA,NA,NA,NA,NA,10,6,5.9,3.8,27.5
"1315",112,368,32,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,8,2,3.8,3.9,15
"1316",112,369,32,NA,NA,NA,NA,NA,29,28,NA,NA,NA,NA,NA,NA,NA,7,2.2,3.5,3.7,28.5
"1317",112,373,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,3,0.5,2.7,2.3,9
"1318",112,386,32,NA,NA,NA,NA,NA,52,50,NA,NA,NA,NA,NA,NA,NA,14,3,6,6.3,51
"1319",112,386,32,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,4,1,3.8,3.3,15
"1320",112,387,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,4.5,NA,2.4,1.7,8
"1321",112,395,32,NA,NA,NA,NA,NA,18,19,NA,NA,NA,NA,NA,NA,NA,7,1,4.7,4,18.5
"1322",112,395,32,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,5.5,NA,5,4.5,20
"1323",112,397,32,NA,NA,NA,NA,NA,17,18,NA,NA,NA,NA,NA,NA,NA,9.5,1,4.5,4.2,17.5
"1324",112,398,32,NA,NA,NA,NA,NA,17,18,NA,NA,NA,NA,NA,NA,NA,5,1.2,5.1,3.5,17.5
"1325",112,184,32,NA,NA,NA,NA,NA,44,47,NA,NA,NA,NA,NA,NA,NA,11.5,2,9.2,10.5,45.5
"1326",112,400,32,NA,NA,NA,NA,NA,26,26,NA,NA,NA,NA,NA,NA,NA,6,0.8,5.7,7.3,26
"1327",112,400,32,NA,NA,NA,NA,NA,24,22,NA,NA,NA,NA,NA,NA,NA,5.5,1,5,5.4,23
"1328",112,402,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,5.5,1.3,2.5,3,8
"1329",112,405,32,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,7.5,2.2,4.1,3.8,13
"1330",112,173,32,NA,NA,NA,NA,NA,19,18,NA,NA,NA,NA,NA,NA,NA,9,1.5,5.2,4.4,18.5
"1331",112,185,32,NA,NA,NA,NA,NA,29,28,NA,NA,NA,NA,NA,NA,NA,7.5,2,5.9,5.2,28.5
"1332",112,323,32,NA,NA,NA,NA,NA,23,23,NA,NA,NA,NA,NA,NA,NA,9,1.2,6.2,4.9,23
"1333",112,323,32,NA,NA,NA,NA,NA,26,24,NA,NA,NA,NA,NA,NA,NA,12,6,2.9,2.4,25
"1334",112,323,32,NA,NA,NA,NA,NA,10,9,NA,NA,NA,NA,NA,NA,NA,5,1.7,2,2.3,9.5
"1335",112,344,32,NA,NA,NA,NA,NA,27,28,NA,NA,NA,NA,NA,NA,NA,9,1.7,3.5,3.6,27.5
"1336",112,347,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,4.5,1.3,2.7,2.5,12
"1337",112,401,32,NA,NA,NA,NA,NA,18,17,NA,NA,NA,NA,NA,NA,NA,6,1,4.9,3.8,17.5
"1338",112,404,32,NA,NA,NA,NA,NA,23,20,NA,NA,NA,NA,NA,NA,NA,10,NA,6.2,5.7,21.5
"1339",112,413,32,NA,NA,NA,NA,NA,72,72,NA,NA,NA,NA,NA,NA,NA,5.5,1.1,9.2,10.2,72
"1340",112,413,32,NA,NA,NA,NA,NA,33,33,NA,NA,NA,NA,NA,NA,NA,14,4,6.1,5.4,33
"1341",112,436,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,5.5,2.5,2.9,3.9,12
"1342",112,444,32,NA,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,9,2.5,5,5,30
"1343",112,446,32,NA,NA,NA,NA,NA,23,22,NA,NA,NA,NA,NA,NA,NA,10,NA,4.7,4.2,22.5
"1344",112,452,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,3,0.5,1.5,1.5,9
"1345",112,457,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,4.5,1,1.6,2.1,8
"1346",112,458,32,NA,NA,NA,NA,NA,17,19,NA,NA,NA,NA,NA,NA,NA,6.5,NA,4.1,3.4,18
"1347",112,459,32,NA,NA,NA,NA,NA,10,9,NA,NA,NA,NA,NA,NA,NA,7.5,1.5,4.4,3.2,9.5
"1348",112,460,32,NA,NA,NA,NA,NA,26,32,NA,NA,NA,NA,NA,NA,NA,7,1.2,3.4,5,29
"1349",112,461,32,NA,NA,NA,NA,NA,21,22,NA,NA,NA,NA,NA,NA,NA,9.5,4,3.7,4,21.5
"1350",112,463,32,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,6.5,3.5,3.9,4.4,13
"1387",112,140,32,NA,NA,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,8,5.5,6.4,5.1,16
"1394",112,423,32,NA,NA,NA,NA,NA,40,40,NA,NA,NA,NA,NA,NA,NA,11,3,5.5,5.5,40
"1395",112,438,32,NA,NA,NA,NA,NA,18,18,NA,NA,NA,NA,NA,NA,NA,7.5,0.5,3.8,4.7,18
"1396",112,439,32,NA,NA,NA,NA,NA,17,17,NA,NA,NA,NA,NA,NA,NA,8,2,4.7,4.5,17
"1397",112,439,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,4.5,1,4.1,4.2,11
"1424",112,234,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,5,0.8,4.6,2.8,10
"1425",112,416,32,NA,NA,NA,NA,NA,25,25,NA,NA,NA,NA,NA,NA,NA,8,NA,4.1,4.9,25
"1426",112,431,32,NA,NA,NA,NA,NA,11,10,NA,NA,NA,NA,NA,NA,NA,4,0.5,2.7,5.7,10.5
"1427",112,440,32,NA,NA,NA,NA,NA,28,29,NA,NA,NA,NA,NA,NA,NA,10,0.5,7.4,6.2,28.5
"1428",112,440,32,NA,NA,NA,NA,NA,20,19,NA,NA,NA,NA,NA,NA,NA,12,2,5,4.5,19.5
"1429",112,445,32,NA,NA,NA,NA,NA,18,17,NA,NA,NA,NA,NA,NA,NA,4,NA,3.7,2.8,17.5
"1430",112,447,32,NA,NA,NA,NA,NA,10,9,NA,NA,NA,NA,NA,NA,NA,6,2.8,4.4,3.9,9.5
"1431",112,462,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,5.5,2.5,2.5,2.2,8
"1432",112,462,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,3.5,1.5,4,3.6,9
"1437",112,180,32,NA,NA,NA,NA,NA,23,22,NA,NA,NA,NA,NA,NA,NA,8,NA,5.2,5.3,22.5
"1438",112,186,32,NA,NA,NA,NA,NA,16,15,NA,NA,NA,NA,NA,NA,NA,7,2,3.2,3.4,15.5
"1439",112,191,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,5.5,1,2.7,2.7,8
"1440",112,192,32,NA,NA,NA,NA,NA,25,26,NA,NA,NA,NA,NA,NA,NA,17,7,6,2.6,25.5
"1442",112,194,32,NA,NA,NA,NA,NA,21,21,NA,NA,NA,NA,NA,NA,NA,7.5,0.5,4.1,5,21
"1443",112,195,32,NA,NA,NA,NA,NA,49,38,NA,NA,NA,NA,NA,NA,NA,11.5,4,6.7,4.6,43.5
"1448",112,206,32,NA,NA,NA,NA,NA,21,20,NA,NA,NA,NA,NA,NA,NA,7.5,1.5,5.8,4.3,20.5
"1449",112,207,32,NA,NA,NA,NA,NA,29,29,NA,NA,NA,NA,NA,NA,NA,10.5,2,6.3,5.8,29
"1450",112,208,32,NA,NA,NA,NA,NA,43,35,NA,NA,NA,NA,NA,NA,NA,10.5,3,5.2,6.4,39
"1451",112,213,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,4.6,0.1,3.1,3.1,10
"1452",112,217,32,NA,NA,NA,NA,NA,33,31,NA,NA,NA,NA,NA,NA,NA,7,0.5,4.5,5.6,32
"1454",112,220,32,NA,NA,NA,NA,NA,19,20,NA,NA,NA,NA,NA,NA,NA,9.5,2,2.9,3.2,19.5
"1455",112,223,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,5.5,2,4.4,3.3,8
"1456",112,229,32,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,6,2,2.8,3,13
"1457",112,230,32,NA,NA,NA,NA,NA,15,16,NA,NA,NA,NA,NA,NA,NA,6,1,3.2,3.6,15.5
"1458",112,235,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,5,1.5,3.5,2.1,12
"1459",112,236,32,NA,NA,NA,NA,NA,53,53,NA,NA,NA,NA,NA,NA,NA,9,0.5,7.3,7.7,53
"1464",112,250,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,3.5,NA,2.7,2.4,8
"1465",112,250,32,NA,NA,NA,NA,NA,17,18,NA,NA,NA,NA,NA,NA,NA,7.5,NA,3.4,3.1,17.5
"1466",112,252,32,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,5,1,3.4,4.5,13.5
"1467",112,253,32,NA,NA,NA,NA,NA,24,25,NA,NA,NA,NA,NA,NA,NA,5.5,1,4,5.9,24.5
"1468",112,255,32,NA,NA,NA,NA,NA,70,70,NA,NA,NA,NA,NA,NA,NA,9,1.5,9.1,7.6,70
"1469",112,255,32,NA,NA,NA,NA,NA,31,30,NA,NA,NA,NA,NA,NA,NA,6,2.5,5.7,4.2,30.5
"1470",112,260,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,4.5,0.2,2.6,2.2,9
"1471",112,266,32,NA,NA,NA,NA,NA,41,41,NA,NA,NA,NA,NA,NA,NA,13,2,7.1,8.5,41
"1472",112,270,32,NA,NA,NA,NA,NA,14,13,NA,NA,NA,NA,NA,NA,NA,6.5,1,4,3.2,13.5
"1473",112,273,32,NA,NA,NA,NA,NA,25,24,NA,NA,NA,NA,NA,NA,NA,5,0.5,4.4,3.9,24.5
"1474",112,278,32,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,3.5,2,2.2,1.9,9
"1475",112,279,32,NA,NA,NA,NA,NA,18,18,NA,NA,NA,NA,NA,NA,NA,5,1,4.1,3.3,18
"1477",112,283,32,NA,NA,NA,NA,NA,31,30,NA,NA,NA,NA,NA,NA,NA,9.5,3,6,4.7,30.5
"1478",112,283,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,6.5,1.5,3.4,2.6,10
"1481",112,286,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,4.5,0.2,2.8,3.4,12
"1482",112,292,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,4,NA,3.6,3.9,12
"1483",112,295,32,NA,NA,NA,NA,NA,26,26,NA,NA,NA,NA,NA,NA,NA,12,1,3.4,4.6,26
"1484",112,297,32,NA,NA,NA,NA,NA,27,33,NA,NA,NA,NA,NA,NA,NA,4,3,3.3,3.2,30
"1485",112,298,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,3,NA,2.8,3.1,8
"1486",112,303,32,NA,NA,NA,NA,NA,19,21,NA,NA,NA,NA,NA,NA,NA,7.5,3,4.4,4.8,20
"1487",112,303,32,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,5.5,1,4.7,3.9,13
"1488",112,311,32,NA,NA,NA,NA,NA,19,18,NA,NA,NA,NA,NA,NA,NA,3.5,NA,4,4.1,18.5
"1489",112,320,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,3.5,1,3.5,3.3,12
"1490",112,322,32,NA,NA,NA,NA,NA,17,16,NA,NA,NA,NA,NA,NA,NA,5.5,2,4.1,3.1,16.5
"1491",112,322,32,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,5,0.5,2.8,2.4,13
"1492",112,322,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,6,1.5,3.8,3.3,11
"1494",112,332,32,NA,NA,NA,NA,NA,15,14,NA,NA,NA,NA,NA,NA,NA,6,NA,4.1,3.9,14.5
"1495",112,337,32,NA,NA,NA,NA,NA,50,47,NA,NA,NA,NA,NA,NA,NA,10,1.8,7.5,9,48.5
"1496",112,338,32,NA,NA,NA,NA,NA,21,24,NA,NA,NA,NA,NA,NA,NA,5,NA,3.8,4.4,22.5
"1497",112,340,32,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,3.5,NA,2.9,3,13.5
"1498",112,341,32,NA,NA,NA,NA,NA,21,23,NA,NA,NA,NA,NA,NA,NA,3,1.4,3.5,6.1,22
"1499",112,353,32,NA,NA,NA,NA,NA,36,35,NA,NA,NA,NA,NA,NA,NA,9.5,1,5.6,6.1,35.5
"1500",112,354,32,NA,NA,NA,NA,NA,38,37,NA,NA,NA,NA,NA,NA,NA,8.5,NA,6.4,7.5,37.5
"1501",112,356,32,NA,NA,NA,NA,NA,17,19,NA,NA,NA,NA,NA,NA,NA,5.5,NA,4.2,5.4,18
"1502",112,361,32,NA,NA,NA,NA,NA,12,13,NA,NA,NA,NA,NA,NA,NA,3.5,0.5,2.6,2.5,12.5
"1503",112,362,32,NA,NA,NA,NA,NA,10,9,NA,NA,NA,NA,NA,NA,NA,4,NA,2.4,2,9.5
"1504",112,363,32,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,2,NA,2.1,1.9,10
"1505",112,363,32,NA,NA,NA,NA,NA,14,15,NA,NA,NA,NA,NA,NA,NA,2.5,2,1.8,2,14.5
"1506",112,367,32,NA,NA,NA,NA,NA,37,37,NA,NA,NA,NA,NA,NA,NA,7.5,2,4.6,3.8,37
"1508",112,372,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,7.5,2.3,3.7,3.8,11
"1509",112,382,32,NA,NA,NA,NA,NA,17,18,NA,NA,NA,NA,NA,NA,NA,3.5,1.3,3.5,4.6,17.5
"1510",112,384,32,NA,NA,NA,NA,NA,73,73,NA,NA,NA,NA,NA,NA,NA,13,3.5,9.4,9.3,73
"1511",112,391,32,NA,NA,NA,NA,NA,18,16,NA,NA,NA,NA,NA,NA,NA,7,NA,2.5,3.4,17
"1512",112,398,32,NA,NA,NA,NA,NA,9,8,NA,NA,NA,NA,NA,NA,NA,3.5,NA,3.1,3,8.5
"1513",112,176,32,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,3.5,0.5,3.1,3,8
"1514",112,184,32,NA,NA,NA,NA,NA,25,26,NA,NA,NA,NA,NA,NA,NA,3.5,1,8.3,7.6,25.5
"1515",112,402,32,NA,NA,NA,NA,NA,22,22,NA,NA,NA,NA,NA,NA,NA,5.5,1.5,4.4,4.6,22
"1516",112,405,32,NA,NA,NA,NA,NA,17,17,NA,NA,NA,NA,NA,NA,NA,10,2.5,3.8,4.6,17
"1517",112,406,32,NA,NA,NA,NA,NA,18,18,NA,NA,NA,NA,NA,NA,NA,7.5,1.7,2.6,3,18
"1518",112,407,32,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,6,2,3.8,4.5,15
"1522",112,185,32,NA,NA,NA,NA,NA,37,31,NA,NA,NA,NA,NA,NA,NA,10,2,7.9,8.2,34
"1524",112,302,32,NA,NA,NA,NA,NA,14,15,NA,NA,NA,NA,NA,NA,NA,5.5,1.3,3.4,3.9,14.5
"1525",112,302,32,NA,NA,NA,NA,NA,17,16,NA,NA,NA,NA,NA,NA,NA,6,1,3.7,3.8,16.5
"1526",112,302,32,NA,NA,NA,NA,NA,50,48,NA,NA,NA,NA,NA,NA,NA,11,1.5,7.2,8.4,49
"1527",112,350,32,NA,NA,NA,NA,NA,19,18,NA,NA,NA,NA,NA,NA,NA,8.5,0.5,2.6,4.9,18.5
"1529",112,375,32,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,8.5,0.5,2.5,3.1,20
"1530",112,403,32,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,7.5,0.6,2.1,3.3,11
"1531",112,403,32,NA,NA,NA,NA,NA,20,22,NA,NA,NA,NA,NA,NA,NA,5,NA,4.9,5,21
"1532",112,437,32,NA,NA,NA,NA,NA,15,14,NA,NA,NA,NA,NA,NA,NA,7,4,2.2,2,14.5
"1533",112,437,32,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,6,0.5,4,3.7,13.5
"1534",112,446,32,NA,NA,NA,NA,NA,17,16,NA,NA,NA,NA,NA,NA,NA,7,NA,4.4,2.6,16.5
"1535",112,446,32,NA,NA,NA,NA,NA,18,19,NA,NA,NA,NA,NA,NA,NA,12,NA,4.5,2.9,18.5
"1536",112,451,32,NA,NA,NA,NA,NA,12,11,NA,NA,NA,NA,NA,NA,NA,5.5,1.8,2.1,2.2,11.5
"1537",112,451,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,5,2,2.4,2.6,12
"1538",112,461,32,NA,NA,NA,NA,NA,12,11,NA,NA,NA,NA,NA,NA,NA,7,1.8,3.1,2.8,11.5
"1539",112,417,32,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,6.5,4,4.9,5.3,12
